"統計期","公私立別","性別","高等學校/總計[人]","高等學校/大學校院[人]","高等學校/專科學校[人]","中等學校/總計[人]","中等學校/高級中學[人]","中等學校/職業學校[人]","中等學校/國民中學[人]","國民小學[人]","幼兒園[人]","特殊教育[人]"
"90學年","國立","男",11509,0,0,886,769,0,117,132,49,0
"90學年","國立","女",10427,0,0,434,320,0,114,142,46,0
"90學年","市立","總計",1371,1297,74,51942,16442,6050,29450,32742,9162,288
"90學年","市立","男",562,0,0,26921,7933,3680,15308,17261,4653,174
"90學年","市立","女",809,0,0,25021,8509,2370,14142,15481,4509,114
"90學年","私立","總計",34885,22381,12504,23066,6634,13494,2938,1604,9445,0
"90學年","私立","男",14277,0,0,10401,3070,5777,1554,921,5055,0
"90學年","私立","女",20608,0,0,12665,3564,7717,1384,683,4390,0
"91學年","總計","總計",62901,47563,15338,75017,24761,17117,33139,33012,17300,355
"91學年","總計","男",28428,22429,5999,37470,11957,8370,17143,17630,9051,207
"91學年","總計","女",34473,25134,9339,37547,12804,8747,15996,15382,8249,148
"91學年","國立","總計",21870,20507,1363,1319,1086,0,233,276,100,0
"91學年","國立","男",11483,11164,319,872,767,0,105,151,57,0
"91學年","國立","女",10387,9343,1044,447,319,0,128,125,43,0
"91學年","市立","總計",1459,1459,0,52307,16348,5828,30131,31179,8534,355
"91學年","市立","男",560,560,0,26641,7794,3250,15597,16622,4340,207
"91學年","市立","女",899,899,0,25666,8554,2578,14534,14557,4194,148
"91學年","私立","總計",39572,25597,13975,21391,7327,11289,2775,1557,8666,0
"91學年","私立","男",16385,10705,5680,9957,3396,5120,1441,857,4654,0
"91學年","私立","女",23187,14892,8295,11434,3931,6169,1334,700,4012,0
"92學年","總計","總計",63209,49796,13413,70360,22858,13875,33627,32210,15610,302
"92學年","總計","男",28769,23349,5420,35422,10685,7084,17653,17008,8130,183
"92學年","總計","女",34440,26447,7993,34938,12173,6791,15974,15202,7480,119
"92學年","國立","總計",23502,22153,1349,1311,1077,0,234,279,158,0
"92學年","國立","男",12236,11932,304,886,767,0,119,152,80,0
"92學年","國立","女",11266,10221,1045,425,310,0,115,127,78,0
"92學年","市立","總計",1586,1586,0,51580,15797,5161,30622,30383,8128,302
"92學年","市立","男",622,622,0,26873,7506,3257,16110,15999,4159,183
"92學年","市立","女",964,964,0,24707,8291,1904,14512,14384,3969,119
"92學年","私立","總計",38121,26057,12064,17469,5984,8714,2771,1548,7324,0
"92學年","私立","男",15911,10795,5116,7663,2412,3827,1424,857,3891,0
"92學年","私立","女",22210,15262,6948,9806,3572,4887,1347,691,3433,0
"93學年","總計","總計",64599,51914,12685,70778,24034,12614,34130,32514,15924,279
"93學年","總計","男",29966,24707,5259,36246,11481,6867,17898,17015,8313,152
"93學年","總計","女",34633,27207,7426,34532,12553,5747,16232,15499,7611,127
"93學年","國立","總計",24417,23124,1293,1300,1071,0,229,271,124,0
"93學年","國立","男",13086,12783,303,863,738,0,125,146,68,0
"93學年","國立","女",11331,10341,990,437,333,0,104,125,56,0
"93學年","市立","總計",1313,1313,0,53224,17089,5055,31080,30697,7980,279
"93學年","市立","男",470,470,0,27743,8192,3274,16277,16038,4065,152
"93學年","市立","女",843,843,0,25481,8897,1781,14803,14659,3915,127
"93學年","私立","總計",38869,27477,11392,16254,5874,7559,2821,1546,7820,0
"93學年","私立","男",16410,11454,4956,7640,2551,3593,1496,831,4180,0
"93學年","私立","女",22459,16023,6436,8614,3323,3966,1325,715,3640,0
"94學年","總計","總計",64599,51914,12685,69838,24952,12053,32833,32390,14863,303
"94學年","總計","男",28258,24707,5259,35378,11687,6346,17345,17056,7849,180
"94學年","總計","女",32914,27207,7426,34460,13265,5707,15488,15334,7014,123
"94學年","國立","總計",24041,22986,1055,1438,1044,76,318,370,104,0
"94學年","國立","男",12849,12603,246,878,708,17,153,162,53,0
"94學年","國立","女",11192,10383,809,560,336,59,165,208,51,0
"94學年","市立","總計",1337,1337,0,51280,16865,4734,29681,30386,7704,303
"94學年","市立","男",469,469,0,26776,8076,2985,15715,15990,3986,180
"94學年","市立","女",868,868,0,24504,8789,1749,13966,14396,3718,123
"94學年","私立","總計",35794,28513,7281,17120,7043,7243,2834,1634,7055,0
"94學年","私立","男",14940,12047,2893,7724,2903,3344,1477,904,3810,0
"94學年","私立","女",20854,16466,4388,9396,4140,3899,1357,730,3245,0
"95學年","總計","總計",61230,54488,6742,70960,25402,13187,32371,32335,14319,296
"95學年","總計","男",28560,26046,2514,35993,11959,7096,16938,16929,7393,183
"95學年","總計","女",32670,28442,4228,34967,13443,6091,15433,15406,6926,113
"95學年","國立","總計",24612,23700,912,1494,1036,112,346,375,101,0
"95學年","國立","男",13231,13045,186,870,678,35,157,175,60,0
"95學年","國立","女",11381,10655,726,624,358,77,189,200,41,0
"95學年","市立","總計",1344,1344,0,50524,16661,4751,29112,30392,7518,296
"95學年","市立","男",444,444,0,26469,8076,3053,15340,15862,3864,183
"95學年","市立","女",900,900,0,24055,8585,1698,13772,14530,3654,113
"95學年","私立","總計",35274,29444,5830,18942,7705,8324,2913,1568,6700,0
"95學年","私立","男",14885,12557,2328,8654,3205,4008,1441,892,3469,0
"95學年","私立","女",20389,16887,3502,10288,4500,4316,1472,676,3231,0
"96學年","總計","總計",61468,56118,5350,72183,25613,13816,32754,32232,12828,324
"96學年","總計","男",28521,26505,2016,36742,12396,7349,16997,16713,6662,179
"96學年","總計","女",32947,29613,3334,35441,13217,6467,15757,15519,6166,145
"96學年","國立","總計",25778,24876,902,1884,1251,126,507,364,102,0
"96學年","國立","男",13533,13358,175,1155,880,32,243,172,54,0
"96學年","國立","女",12245,11518,727,729,371,94,264,192,48,0
"96學年","市立","總計",1319,1319,0,51013,16624,5002,29387,30238,7024,324
"96學年","市立","男",432,432,0,26864,8277,3234,15353,15618,3554,179
"96學年","市立","女",887,887,0,24149,8347,1768,14034,14620,3470,145
"96學年","私立","總計",34371,29923,4448,19286,7738,8688,2860,1630,5702,0
"96學年","私立","男",14556,12715,1841,8723,3239,4083,1401,923,3054,0
"96學年","私立","女",19815,17208,2607,10563,4499,4605,1459,707,2648,0
"97學年","總計","總計",61295,57407,3888,71545,25271,13686,32588,31400,12595,333
"97學年","總計","男",28165,26776,1389,19745,12477,7449,17041,16248,6593,211
"97學年","總計","女",33130,30631,2499,19684,12794,6237,15547,15152,6002,122
"97學年","國立","總計",26289,25462,827,1869,1264,107,498,315,104,0
"97學年","國立","男",13638,13502,136,912,882,32,236,162,54,0
"97學年","國立","女",12651,11960,691,465,382,75,262,153,50,0
"97學年","市立","總計",1528,1528,0,50738,16662,4987,29089,29452,7222,333
"97學年","市立","男",547,547,0,11511,8496,3293,15288,15198,3727,211
"97學年","市立","女",981,981,0,10115,8166,1694,13801,14254,3495,122
"97學年","私立","總計",33478,30417,3061,18938,7345,8592,3001,1633,5269,0
"97學年","私立","男",13980,12727,1253,7322,3099,4124,1517,888,2812,0
"97學年","私立","女",19498,17690,1808,9104,4246,4468,1484,745,2457,0
"98學年","總計","總計",59879,56573,3306,70968,24596,13656,32716,29098,11942,297
"98學年","總計","男",27908,26896,1012,0,11962,7453,17005,15317,6312,176
"98學年","總計","女",31971,29677,2294,0,12634,6203,15711,13781,5630,121
"98學年","國立","總計",26365,25530,835,1927,1279,129,519,318,96,0
"98學年","國立","男",13619,13465,154,0,859,36,232,158,52,0
"98學年","國立","女",12746,12065,681,0,420,93,287,160,44,0
"98學年","市立","總計",1570,1570,0,50896,16792,5123,28981,27118,6929,297
"98學年","市立","男",600,600,0,0,8396,3390,15124,14249,3627,176
"98學年","市立","女",970,970,0,0,8396,1733,13857,12869,3302,121
"98學年","私立","總計",31944,29473,2471,18145,6525,8404,3216,1662,4917,0
"98學年","私立","男",13689,12831,858,0,2707,4027,1649,910,2633,0
"98學年","私立","女",18255,16642,1613,0,3818,4377,1567,752,2284,0
"99學年","總計","總計",60839,58147,2692,71198,24310,14027,32861,27151,11933,302
"99學年","總計","男",28261,27529,732,36535,11796,7705,17034,14269,6265,188
"99學年","總計","女",32578,30618,1960,34663,12514,6322,15827,12882,5668,114
"99學年","國立","總計",27033,26451,582,1965,1312,134,519,315,101,0
"99學年","國立","男",13977,13873,104,1174,899,44,231,164,54,0
"99學年","國立","女",13056,12578,478,791,413,90,288,151,47,0
"99學年","市立","總計",1662,1662,0,50709,16590,5115,29004,25173,7182,302
"99學年","市立","男",674,674,0,26730,8245,3410,15075,13190,3754,188
"99學年","市立","女",988,988,0,23979,8345,1705,13929,11983,3428,114
"99學年","私立","總計",32144,30034,2110,18524,6408,8778,3338,1663,4650,0
"99學年","私立","男",13610,12982,628,8631,2652,4251,1728,915,2457,0
"99學年","私立","女",18534,17052,1482,9893,3756,4527,1610,748,2193,0
"100學年","總計","總計",62466,59831,2635,69798,24008,14026,31764,27974,0,327
"100學年","總計","男",28728,28036,692,35742,11637,7680,16425,14652,0,220
"100學年","總計","女",33738,31795,1943,34056,12371,6346,15339,13322,0,107
"100學年","國立","總計",27084,26619,465,1888,1258,148,482,300,0,0
"100學年","國立","男",13776,13685,91,1146,868,42,236,147,0,0
"100學年","國立","女",13308,12934,374,742,390,106,246,153,0,0
"100學年","市立","總計",1682,1682,0,49623,16519,5106,27998,25901,0,327
"100學年","市立","男",562,562,0,26333,8321,3491,14521,13565,0,220
"100學年","市立","女",1120,1120,0,23290,8198,1615,13477,12336,0,107
"100學年","私立","總計",33700,31530,2170,18287,6231,8772,3284,1773,0,0
"100學年","私立","男",14390,13789,601,8263,2448,4147,1668,940,0,0
"100學年","私立","女",19310,17741,1569,10024,3783,4625,1616,833,0,0
"101學年","總計","總計",62057,59460,2597,67512,23866,14031,29615,26491,0,311
"101學年","總計","男",29544,28778,766,0,11646,7458,15437,13741,0,179
"101學年","總計","女",32513,30682,1831,0,12220,6573,14178,12750,0,132
"101學年","國立","總計",27475,27041,434,1900,1256,173,471,287,0,0
"101學年","國立","男",14162,14077,85,0,865,55,214,150,0,0
"101學年","國立","女",13313,12964,349,0,391,118,257,137,0,0
"101學年","市立","總計",1635,1635,0,47370,16516,5131,25723,24419,0,311
"101學年","市立","男",1065,1065,0,0,8404,3480,13444,12657,0,179
"101學年","市立","女",570,570,0,0,8112,1651,12279,11762,0,132
"101學年","私立","總計",32947,30784,2163,18242,6094,8727,3421,1785,0,0
"101學年","私立","男",14317,13636,681,0,2377,3923,1779,934,0,0
"101學年","私立","女",18630,17148,1482,0,3717,4804,1642,851,0,0
"102學年","總計","總計",62746,60220,2526,66416,24185,14405,27826,22956,0,281
"102學年","總計","男",29002,28287,715,33719,11607,7570,14542,12048,0,176
"102學年","總計","女",33744,31933,1811,32697,12578,6835,13284,10908,0,105
"102學年","國立","總計",27740,27302,438,1815,1204,151,460,267,0,0
"102學年","國立","男",14111,14023,88,1000,745,42,213,145,0,0
"102學年","國立","女",13629,13279,350,815,459,109,247,122,0,0
"102學年","市立","總計",1568,1568,0,46069,17158,4934,23977,20934,0,281
"102學年","市立","男",613,613,0,24427,8479,3333,12615,10956,0,176
"102學年","市立","女",955,955,0,21642,8679,1601,11362,9978,0,105
"102學年","私立","總計",33438,31350,2088,18532,5823,9320,3389,1755,0,0
"102學年","私立","男",14278,13651,627,8292,2383,4195,1714,947,0,0
"102學年","私立","女",19160,17699,1461,10240,3440,5125,1675,808,0,0

